id,skill
641,S001
642,S001
643,S004
644,S002
645,S001
646,S001
647,S001
648,S001
649,S001
650,S002
651,S001
652,S001
653,S001
654,S004
655,S001
656,S004
657,S002
658,S001
659,S001
660,S003
661,S002
662,S001
663,S004
664,S003
665,S001
666,S001
667,S004
668,S002
669,S001
670,S004
671,S001
672,S004
673,S004
674,S002
675,S001
676,S001
677,S001
678,S003
679,S001
680,S004
681,S001
682,S002
683,S004
684,S001
685,S001
686,S003
687,S004
688,S004
689,S003
690,S004
691,S004
692,S003
693,S003
694,S004
695,S001
696,S001
697,S001
698,S002
699,S001
700,S002
701,S001
702,S001
703,S004
704,S003
705,S001
706,S002
707,S001
708,S002
709,S001
710,S001
711,S002
712,S004
713,S003
714,S003
715,S001
716,S001
717,S004
718,S002
719,S003
720,S003
721,S002
722,S002
723,S003
724,S004
725,S004
726,S002
727,S002
728,S001
729,S002
730,S002
731,S004
732,S003
733,S001
734,S003
735,S003
736,S001
737,S002
738,S003
739,S001
740,S004
741,S001
742,S003
743,S004
744,S001
745,S002
746,S004
747,S004
748,S004
749,S001
750,S001
751,S003
752,S002
753,S002
754,S003
755,S004
756,S001
757,S002
758,S004
759,S003
760,S002
761,S001
762,S001
763,S001
764,S002
765,S001
766,S001
767,S004
768,S002
769,S001
770,S001
771,S003
772,S001
773,S001
774,S004
775,S001
776,S001
777,S004
778,S001
779,S003
780,S001
781,S004
782,S003
783,S001
784,S004
785,S001
786,S004
787,S002
788,S001
789,S004
790,S001
791,S004
792,S001
793,S002
794,S001
795,S004
796,S003
797,S001
798,S004
799,S002
800,S001
801,S004
802,S004
803,S001
804,S001
805,S001
806,S001
807,S004
808,S001
809,S003
810,S002
811,S001
812,S003
813,S004
814,S001
815,S004
816,S004
817,S004
818,S001
819,S002
820,S004
821,S003
822,S001
823,S001
824,S001
825,S002
826,S001
827,S001
828,S004
829,S001
830,S003
831,S001
832,S001
833,S002
834,S001
835,S004
836,S001
837,S004
838,S003
839,S001
840,S004
841,S003
842,S004
843,S001
844,S004
845,S001
846,S002
847,S003
848,S001
849,S001
850,S001
851,S002
852,S003
853,S003
854,S002
855,S003
856,S001
857,S001
858,S002
859,S002
860,S004
861,S001
862,S001
863,S001
864,S003
865,S003
866,S001
867,S002
868,S002
869,S003
870,S004
871,S004
872,S003
873,S002
874,S003
875,S002
876,S002
877,S002
878,S001
879,S001
880,S004
881,S003
882,S004
883,S001
884,S001
885,S002
886,S001
887,S001
888,S004
889,S004
890,S004
891,S003
892,S004
893,S002
894,S004
895,S001
896,S002
897,S003
898,S002
899,S004
900,S002
901,S002
902,S001
903,S002
904,S003
905,S002
906,S002
907,S004
908,S002
909,S001
910,S003
911,S001
912,S003
913,S001
914,S004
915,S004
916,S001
917,S001
918,S001
919,S001
920,S003
921,S002
922,S003
923,S004
924,S001
925,S002
926,S003
927,S004
928,S002
929,S001
930,S001
931,S004
932,S004
933,S004
934,S004
935,S001
936,S002
937,S003
938,S001
939,S001
940,S001
941,S001
942,S001
943,S004
944,S001
945,S004
946,S004
947,S001
948,S004
949,S004
950,S004
951,S004
952,S003
953,S003
954,S002
955,S001
956,S002
957,S001
958,S001
959,S001
960,S001
961,S001
962,S001
963,S001
964,S001
965,S004
966,S004
967,S001
968,S004
969,S001
970,S004
971,S001
972,S004
973,S004
974,S001
975,S003
976,S001
977,S002
978,S004
979,S002
980,S001
981,S002
982,S004
983,S004
984,S004
985,S001
986,S001
987,S001
988,S004
989,S004
990,S001
991,S001
992,S001
993,S002
994,S004
995,S002
996,S004
997,S002
998,S003
999,S002
1000,S004
1001,S002
1002,S002
1003,S003
1004,S002
1005,S002
1006,S001
1007,S001
1008,S004
1009,S002
1010,S002
1011,S004
1012,S002
1013,S001
1014,S001
1015,S002
1016,S004
1017,S002
1018,S001
1019,S003
1020,S004
1021,S001
1022,S002
1023,S002
1024,S003
1025,S004
1026,S001
1027,S004
1028,S004
1029,S002
1030,S002
1031,S002
1032,S001
1033,S002
1034,S003
1035,S002
1036,S001
1037,S002
1038,S001
1039,S004
1040,S002
1041,S002
1042,S002
1043,S002
1044,S001
1045,S002
1046,S003
1047,S003
1048,S001
1049,S002
1050,S003
1051,S002
1052,S002
1053,S004
1054,S004
1055,S001
1056,S003
1057,S001
1058,S001
1059,S002
1060,S001
1061,S002
1062,S002
1063,S004
1064,S002
1065,S002
1066,S001
1067,S001
1068,S001
1069,S003
1070,S002
1071,S002
1072,S002
1073,S001
1074,S004
1075,S001
1076,S001
1077,S004
1078,S002
1079,S001
1080,S002
1081,S001
1082,S001
1083,S001
1084,S001
1085,S004
1086,S001
1087,S001
1088,S004
1089,S003
1090,S001
1091,S002
1092,S001
1093,S004
1094,S001
1095,S002
1096,S004
1097,S002
1098,S004
1099,S001
1100,S003
1101,S002
1102,S001
1103,S003
1104,S002
1105,S003
1106,S003
1107,S001
1108,S001
1109,S004
1110,S001
1111,S001
1112,S001
1113,S004
1114,S001
1115,S001
1116,S004
1117,S003
1118,S004
1119,S001
1120,S001
1121,S004
1122,S004
1123,S001
1124,S001
1125,S003
1126,S004
1127,S001
1128,S003
1129,S001
1130,S003
1131,S002
1132,S001
1133,S002
1134,S002
1135,S002
1136,S001
1137,S002
1138,S002
1139,S004
1140,S004
1141,S001
1142,S001
1143,S001
1144,S001
1145,S003
1146,S001
1147,S003
1148,S002
1149,S003
1150,S002
1151,S002
1152,S001
1153,S004
1154,S003
1155,S001
1156,S003
1157,S001
1158,S001
1159,S002
1160,S002
1161,S002
1162,S001
1163,S001
1164,S001
1165,S004
1166,S003
1167,S003
1168,S002
1169,S004
1170,S001
1171,S003
1172,S004
1173,S004
1174,S001
1175,S004
1176,S001
1177,S004
1178,S001
1179,S004
1180,S001
1181,S001
1182,S004
1183,S001
1184,S001
1185,S004
1186,S001
1187,S001
1188,S004
1189,S002
1190,S004
1191,S001
1192,S004
1193,S001
1194,S001
1195,S003
1196,S004
1197,S004
1198,S003
1199,S001
1200,S003
1201,S001
1202,S001
1203,S002
1204,S002
1205,S001
1206,S002
1207,S003
1208,S004
1209,S001
1210,S003
1211,S004
1212,S001
1213,S002
1214,S004
1215,S004
1216,S004
1217,S001
1218,S004
1219,S002
1220,S001
1221,S001
1222,S004
1223,S003
1224,S003
1225,S001
1226,S001
1227,S001
1228,S001
1229,S001
1230,S003
1231,S001
1232,S001
1233,S002
1234,S004
1235,S004
1236,S004
1237,S002
1238,S004
1239,S002
1240,S001
1241,S001
1242,S002
1243,S003
1244,S004
1245,S001
1246,S004
1247,S004
1248,S001
1249,S001
1250,S003
1251,S001
1252,S002
1253,S003
1254,S001
1255,S003
1256,S001
1257,S004
1258,S001
1259,S001
1260,S004
1261,S003
1262,S004
1263,S002
1264,S002
1265,S001
1266,S003
1267,S001
1268,S004
1269,S002
1270,S001
1271,S001
1272,S001
1273,S002
1274,S003
1275,S001
1276,S001
1277,S001
1278,S001
1279,S004
1280,S003
1281,S001
1282,S002
1283,S002
1284,S002
1285,S004
1286,S002
1287,S004
1288,S002
1289,S001
1290,S001
1291,S002
1292,S001
1293,S003
1294,S004
1295,S001
1296,S001
1297,S003
1298,S003
1299,S003
1300,S001
1301,S004
1302,S002
1303,S001
1304,S004
1305,S002
1306,S001
1307,S004
1308,S001
1309,S001
1310,S002
1311,S001
1312,S001
1313,S004
1314,S004
1315,S003
1316,S001
1317,S004
1318,S002
1319,S004
1320,S001
1321,S002
1322,S001
1323,S002
1324,S002
1325,S002
1326,S001
1327,S003
1328,S004
1329,S004
1330,S001
1331,S004
1332,S003
1333,S001
1334,S002
1335,S002
1336,S003
1337,S003
1338,S004
1339,S002
1340,S001
1341,S001
1342,S001
1343,S001
1344,S002
1345,S001
1346,S004
1347,S001
1348,S001
1349,S003
1350,S002
1351,S001
1352,S001
1353,S002
1354,S004
1355,S004
1356,S002
1357,S001
1358,S002
1359,S001
1360,S001
1361,S001
1362,S003
1363,S004
1364,S001
1365,S001
1366,S001
1367,S001
1368,S004
1369,S002
1370,S002
1371,S004
1372,S004
1373,S001
1374,S001
1375,S002
1376,S002
1377,S004
1378,S001
1379,S004
1380,S001
1381,S001
1382,S004
1383,S004
1384,S002
1385,S003
1386,S004
1387,S002
1388,S002
1389,S001
1390,S001
1391,S002
1392,S003
1393,S002
1394,S001
1395,S004
1396,S002
1397,S004
1398,S004
1399,S003
1400,S001
1401,S001
1402,S003
1403,S003
1404,S003
1405,S001
1406,S001
1407,S004
1408,S004
1409,S003
1410,S001
1411,S003
1412,S001
1413,S003
1414,S002
1415,S001
1416,S001
1417,S004
1418,S004
1419,S002
1420,S002
1421,S004
1422,S004
1423,S001
1424,S004
1425,S001
1426,S003
1427,S002
1428,S004
1429,S004
1430,S003
1431,S001
1432,S001
1433,S001
1434,S004
1435,S003
1436,S004
1437,S001
1438,S002
1439,S001
1440,S001
1441,S001
1442,S004
1443,S001
1444,S004
1445,S001
1446,S001
1447,S004
1448,S004
1449,S001
1450,S001
1451,S003
1452,S002
1453,S002
1454,S004
1455,S001
1456,S001
1457,S001
1458,S004
1459,S001
1460,S002
1461,S004
1462,S004
1463,S001
1464,S001
1465,S001
1466,S001
1467,S004
1468,S004
1469,S002
1470,S004
1471,S004
1472,S001
1473,S001
1474,S004
1475,S001
1476,S004
1477,S001
1478,S003
1479,S003
1480,S004
1481,S001
1482,S001
1483,S001
1484,S001
1485,S001
1486,S001
1487,S004
1488,S001
1489,S003
1490,S001
1491,S002
1492,S002
1493,S003
1494,S002
1495,S001
1496,S004
1497,S003
1498,S001
1499,S001
1500,S001
1501,S001
1502,S004
1503,S001
1504,S001
1505,S001
1506,S004
1507,S001
1508,S002
1509,S003
1510,S001
1511,S001
1512,S001
1513,S004
1514,S002
1515,S003
1516,S002
1517,S002
1518,S001
1519,S003
1520,S002
1521,S002
1522,S004
1523,S004
1524,S002
1525,S004
1526,S001
1527,S004
1528,S001
1529,S004
1530,S001
1531,S002
1532,S002
1533,S001
1534,S001
1535,S004
1536,S002
1537,S004
1538,S002
1539,S004
1540,S004
1541,S001
1542,S001
1543,S002
1544,S002
1545,S004
1546,S003
1547,S001
1548,S001
1549,S001
1550,S002
1551,S004
1552,S001
1553,S004
1554,S004
1555,S001
1556,S003
1557,S002
1558,S004
1559,S004
1560,S001
1561,S001
1562,S001
1563,S001
1564,S004
1565,S002
1566,S003
1567,S001
1568,S004
1569,S001
1570,S003
1571,S002
1572,S001
1573,S001
1574,S001
1575,S002
1576,S001
1577,S002
1578,S001
1579,S004
1580,S001
1581,S002
1582,S004
1583,S001
1584,S001
1585,S002
1586,S001
1587,S001
1588,S001
1589,S001
1590,S001
1591,S003
1592,S002
1593,S001
1594,S004
1595,S003
1596,S003
1597,S003
1598,S004
1599,S002
1600,S003
1601,S001
1602,S001
1603,S001
1604,S002
1605,S001
1606,S002
1607,S003
1608,S001
1609,S002
1610,S004
1611,S003
1612,S001
1613,S003
1614,S003
1615,S002
1616,S001
1617,S002
1618,S001
1619,S001
1620,S001
1621,S004
1622,S001
1623,S001
1624,S002
1625,S002
1626,S004
1627,S001
1628,S004
1629,S003
1630,S002
1631,S001
1632,S001
1633,S004
1634,S002
1635,S004
1636,S002
1637,S001
1638,S001
1639,S002
1640,S002
1641,S001
1642,S003
1643,S003
1644,S001
1645,S001
1646,S001
1647,S001
1648,S003
1649,S003
1650,S002
1651,S001
1652,S001
1653,S001
1654,S001
1655,S001
1656,S003
1657,S004
1658,S001
1659,S003
1660,S004
1661,S003
1662,S004
1663,S004
1664,S001
1665,S001
1666,S003
1667,S002
1668,S001
1669,S001
1670,S002
1671,S002
1672,S003
1673,S003
1674,S001
1675,S001
1676,S001
1677,S001
1678,S001
1679,S003
1680,S001
1681,S001
1682,S004
1683,S002
1684,S002
1685,S004
1686,S004
1687,S002
1688,S003
1689,S002
1690,S003
1691,S004
1692,S002
1693,S001
1694,S001
1695,S001
1696,S003
1697,S001
1698,S002
1699,S004
1700,S003
1701,S003
1702,S004
1703,S001
1704,S002
1705,S001
1706,S001
1707,S003
1708,S002
1709,S001
1710,S003
1711,S003
1712,S001
1713,S001
1714,S001
1715,S003
1716,S004
1717,S002
1718,S004
1719,S002
1720,S001
1721,S003
1722,S003
1723,S001
1724,S002
1725,S003
1726,S004
1727,S002
1728,S002
1729,S003
1730,S003
1731,S003
1732,S001
1733,S001
1734,S001
1735,S002
1736,S001
1737,S001
1738,S001
1739,S003
1740,S004
1741,S003
1742,S001
1743,S001
1744,S003
1745,S001
1746,S004
1747,S001
1748,S002
1749,S004
1750,S001
1751,S001
1752,S004
1753,S001
1754,S001
1755,S001
1756,S001
1757,S002
1758,S004
1759,S001
1760,S001
1761,S003
1762,S003
1763,S001
1764,S003
1765,S001
1766,S001
1767,S004
1768,S004
1769,S004
1770,S002
1771,S004
1772,S003
1773,S001
1774,S002
1775,S004
1776,S001
1777,S002
1778,S001
1779,S001
1780,S004
1781,S004
1782,S003
1783,S003
1784,S001
1785,S001
1786,S003
1787,S002
1788,S001
1789,S002
1790,S004
1791,S001
1792,S001
1793,S001
1794,S001
1795,S003
1796,S001
1797,S002
1798,S003
1799,S001
1800,S004
1801,S001
1802,S003
1803,S001
1804,S001
1805,S003
1806,S003
1807,S003
1808,S001
1809,S001
1810,S003
1811,S004
1812,S002
1813,S003
1814,S004
1815,S004
1816,S004
1817,S001
1818,S002
1819,S001
1820,S001
1821,S001
1822,S001
1823,S002
1824,S001
1825,S003
1826,S002
1827,S004
1828,S001
1829,S002
1830,S003
1831,S002
1832,S003
1833,S003
1834,S001
1835,S001
1836,S002
1837,S003
1838,S002
1839,S002
1840,S004
1841,S001
1842,S001
1843,S001
1844,S001
1845,S004
1846,S004
1847,S002
1848,S002
1849,S002
1850,S003
1851,S002
1852,S001
1853,S003
1854,S004
1855,S003
1856,S004
1857,S001
1858,S004
1859,S001
1860,S001
1861,S002
1862,S001
1863,S001
1864,S001
1865,S001
1866,S001
1867,S004
1868,S002
1869,S001
1870,S004
1871,S001
1872,S002
1873,S001
1874,S002
1875,S001
1876,S002
1877,S004
1878,S001
1879,S002
1880,S003
1881,S004
1882,S001
1883,S004
1884,S001
1885,S002
1886,S002
1887,S002
1888,S001
1889,S004
1890,S004
1891,S004
1892,S001
1893,S001
1894,S003
1895,S001
1896,S002
1897,S001
1898,S001
1899,S001
1900,S004
1901,S002
1902,S004
1903,S004
1904,S001
1905,S002
1906,S001
1907,S001
1908,S001
1909,S002
1910,S001
1911,S001
1912,S003
1913,S002
1914,S004
1915,S001
1916,S001
1917,S004
1918,S001
1919,S004
1920,S001
1921,S003
1922,S002
1923,S001
1924,S001
1925,S001
1926,S003
1927,S002
1928,S004
1929,S003
1930,S001
1931,S004
1932,S001
1933,S004
1934,S002
1935,S004
1936,S004
1937,S004
1938,S004
1939,S001
1940,S004
1941,S003
1942,S002
1943,S003
1944,S002
1945,S003
1946,S002
1947,S001
1948,S003
1949,S002
1950,S004
1951,S003
1952,S001
1953,S001
1954,S001
1955,S004
1956,S001
1957,S001
1958,S001
1959,S004
1960,S002
1961,S004
1962,S003
1963,S001
1964,S002
1965,S004
1966,S002
1967,S001
1968,S001
1969,S003
1970,S004
1971,S002
1972,S004
1973,S002
1974,S001
1975,S003
1976,S002
1977,S001
1978,S004
1979,S002
1980,S001
1981,S001
1982,S003
1983,S001
1984,S004
1985,S003
1986,S004
1987,S003
1988,S004
1989,S002
1990,S001
1991,S004
1992,S004
1993,S003
1994,S001
1995,S001
1996,S001
1997,S003
1998,S002
1999,S003
2000,S003
2001,S004
2002,S004
2003,S004
2004,S003
2005,S002
2006,S001
2007,S004
2008,S002
2009,S004
2010,S001
2011,S002
2012,S001
2013,S004
2014,S001
2015,S003
2016,S002
2017,S004
2018,S004
2019,S002
2020,S002
2021,S001
2022,S003
2023,S001
2024,S004
2025,S001
2026,S001
2027,S003
2028,S004
2029,S002
2030,S004
2031,S001
2032,S003
2033,S002
2034,S002
2035,S004
2036,S001
2037,S004
2038,S003
2039,S003
2040,S002
2041,S002
2042,S002
2043,S004
2044,S002
2045,S004
2046,S001
2047,S004
2048,S001
2049,S001
2050,S001
2051,S004
2052,S001
2053,S001
2054,S004
2055,S002
2056,S002
2057,S001
2058,S003
2059,S004
2060,S001
2061,S003
2062,S002
2063,S003
2064,S003
2065,S001
2066,S001
2067,S001
2068,S002
2069,S001
2070,S001
2071,S004
2072,S001
2073,S001
2074,S001
2075,S003
2076,S003
2077,S002
2078,S001
2079,S004
2080,S001
2081,S001
2082,S001
2083,S002
2084,S004
2085,S002
2086,S003
2087,S001
2088,S001
2089,S001
2090,S003
2091,S001
2092,S002
2093,S003
2094,S001
2095,S001
2096,S001
2097,S004
2098,S002
2099,S004
2100,S001
2101,S001
2102,S002
2103,S001
2104,S004
2105,S001
2106,S002
2107,S004
2108,S004
2109,S004
2110,S001
2111,S003
2112,S002
2113,S001
2114,S001
2115,S004
2116,S004
2117,S001
2118,S002
2119,S003
2120,S003
2121,S001
2122,S004
2123,S002
2124,S004
2125,S002
2126,S003
2127,S002
2128,S001
2129,S001
2130,S001
2131,S001
2132,S001
2133,S001
2134,S001
2135,S001
2136,S002
2137,S004
2138,S001
2139,S001
2140,S004
2141,S004
2142,S004
2143,S004
2144,S004
2145,S002
2146,S001
2147,S002
2148,S004
2149,S001
2150,S001
2151,S002
2152,S001
2153,S001
2154,S004
2155,S001
2156,S001
2157,S001
2158,S001
2159,S001
2160,S004
2161,S003
2162,S003
2163,S002
2164,S001
2165,S001
2166,S004
2167,S003
2168,S002
2169,S004
2170,S002
2171,S001
2172,S004
2173,S001
2174,S002
2175,S001
2176,S002
2177,S002
2178,S004
2179,S001
2180,S001
2181,S001
2182,S003
2183,S003
2184,S002
2185,S004
2186,S001
2187,S004
2188,S002
2189,S003
2190,S002
2191,S004
2192,S002
2193,S003
2194,S002
2195,S001
2196,S003
2197,S003
2198,S001
2199,S004
2200,S004
2201,S004
2202,S002
2203,S002
2204,S001
2205,S001
2206,S004
2207,S001
2208,S004
2209,S003
2210,S003
2211,S001
2212,S001
2213,S001
2214,S002
2215,S004
2216,S001
2217,S001
2218,S004
2219,S001
2220,S001
2221,S002
2222,S001
2223,S001
2224,S002
2225,S004
2226,S003
2227,S001
2228,S004
2229,S001
2230,S002
2231,S002
2232,S004
2233,S001
2234,S002
2235,S003
2236,S002
2237,S003
2238,S002
2239,S004
2240,S002
2241,S001
2242,S001
2243,S001
2244,S001
2245,S001
2246,S003
2247,S003
2248,S004
2249,S001
2250,S003
2251,S001
2252,S004
2253,S004
2254,S001
2255,S001
2256,S001
2257,S003
2258,S003
2259,S002
2260,S001
2261,S001
2262,S002
2263,S003
2264,S001
2265,S001
2266,S004
2267,S001
2268,S001
2269,S001
2270,S004
2271,S001
2272,S001
2273,S002
2274,S001
2275,S001
2276,S001
2277,S004
2278,S003
2279,S002
2280,S002
2281,S003
2282,S002
2283,S001
2284,S001
2285,S002
2286,S001
2287,S002
2288,S001
2289,S001
2290,S001
2291,S004
2292,S003
2293,S004
2294,S004
2295,S001
2296,S002
2297,S002
2298,S004
2299,S002
2300,S001
2301,S001
2302,S001
2303,S003
2304,S001
2305,S003
2306,S001
2307,S003
2308,S001
2309,S001
2310,S001
2311,S002
2312,S002
2313,S001
2314,S002
2315,S004
2316,S004
2317,S004
2318,S001
2319,S003
2320,S001
2321,S002
2322,S002
2323,S001
2324,S002
2325,S003
2326,S002
2327,S001
2328,S003
2329,S003
2330,S001
2331,S004
2332,S001
2333,S001
2334,S001
2335,S004
2336,S001
2337,S004
2338,S001
2339,S003
2340,S001
2341,S002
2342,S004
2343,S002
2344,S003
2345,S001
2346,S001
2347,S001
2348,S004
2349,S003
2350,S001
2351,S003
2352,S002
2353,S003
2354,S003
2355,S003
2356,S004
2357,S004
2358,S004
2359,S003
2360,S001
2361,S002
2362,S002
2363,S001
2364,S001
2365,S003
2366,S001
2367,S001
2368,S004
2369,S004
2370,S002
2371,S001
2372,S003
2373,S004
2374,S001
2375,S001
2376,S004
2377,S003
2378,S003
2379,S004
2380,S002
2381,S004
2382,S001
2383,S003
2384,S001
2385,S001
2386,S001
2387,S002
2388,S003
2389,S001
2390,S001
2391,S001
2392,S002
2393,S002
2394,S002
2395,S001
2396,S003
2397,S004
2398,S001
2399,S002
2400,S003
2401,S002
2402,S001
2403,S001
2404,S003
2405,S004
2406,S003
2407,S001
2408,S001
2409,S002
2410,S002
2411,S001
2412,S003
2413,S003
2414,S001
2415,S002
2416,S001
2417,S003
2418,S001
2419,S002
2420,S001
2421,S002
2422,S003
2423,S003
2424,S002
2425,S001
2426,S001
2427,S001
2428,S004
2429,S002
2430,S004
2431,S002
2432,S004
2433,S004
2434,S002
2435,S002
2436,S001
2437,S004
2438,S001
2439,S003
2440,S002
2441,S002
2442,S001
2443,S002
2444,S001
2445,S001
2446,S002
2447,S002
2448,S002
2449,S001
2450,S002
2451,S001
2452,S001
2453,S001
2454,S001
2455,S001
2456,S004
2457,S002
2458,S001
2459,S004
2460,S001
2461,S001
2462,S004
2463,S002
2464,S004
2465,S002
2466,S002
2467,S003
2468,S002
2469,S002
2470,S001
2471,S004
2472,S004
2473,S001
2474,S002
2475,S001
2476,S001
2477,S001
2478,S003
2479,S003
2480,S001
2481,S001
2482,S001
2483,S004
2484,S004
2485,S003
2486,S002
2487,S001
2488,S003
2489,S003
2490,S003
2491,S001
2492,S004
2493,S001
2494,S001
2495,S002
2496,S003
2497,S001
